,name,origin,rating,roaster,aroma,acid,body,flavor,aftertaste,desc_1,desc_2,desc_3,label
1948,Oahu Triple-Bourbon “Sparkling” Yeast Ferment,"Maunawili growing region, southeastern Oahu, Hawaii",94,Rusty's Hawaiian,9.0,9.0,9.0,9.0,8.0,"Complex, multi-layered, gently fruit-forward. Grape taffy, dark chocolate, dark chocolate, almond brittle, orange creamsicle in aroma and cup. Sweet-toned structure with gently bright acidity; silky, viscous mouthfeel. Resonantly chocolaty finish with undertones of almond and orange. ","Comprised of three varieties of Bourbon — red, yellow and pink — that were submerged in water with a yeast inoculation for 48 hours, then dried in the whole fruit. The lot was then cured for one month before hulling. Visit www.rustyshawaiian.com or call 808-928-8916 for more information.","An unusual coffee in almost every respect: From trees of three Bourbon-related varieties of Arabica grown on the Hawaiian island of Oahu and dried in the fruit after a yeast-inoculated ferment, culminating in an original, complex cup. ","9.0,9.0,9.0,9.0,8.0"
1949,Rayo del Sol Peru,"Panchia, Tabaconas, Cajamarca Department, Peru",93,JBC Coffee Roasters,9.0,9.0,8.0,9.0,8.0,"Floral, chocolate-toned. Dark chocolate, honeysuckle, pistachio, cedar, apricot in aroma and cup. Sweetly tart with juicy, balanced acidity; velvety-smooth mouthfeel. The finish is all about dark chocolate and pistachio.",Produced by Roxana Rangel from trees of the Yellow Caturra and Typica varieties of Arabica and processed by the traditional washed method (fruit skin and flesh are removed from the beans before they are dried). JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.,"A woman-farmed Peru, lush, floral and deep-toned in the cup.","9.0,9.0,8.0,9.0,8.0"
1950,Colombia Ibague Tolima,"Tolima Department, Colombia",94,Jaunt Coffee Roasters,9.0,9.0,9.0,9.0,8.0,"Delicately fruity, sweetly herbaceous. Lemon-thyme, dried apricot, hazelnut butter, fresh-cut oak, cocoa nib in aroma and cup. Gently tart with wine-toned acidity; full, syrupy mouthfeel. The finish consolidates to notes of cocoa-toned lemon-thyme.","Produced by Jairo Lopez of Villa Norena entirely of the Caturra variety of Arabica, and processed by the natural method (sun-dried in the whole fruit). Jaunt Coffee Roasters is a San Diego-based roaster and café with an extensive coffee and food menu. Visit www.jauntcoffee.com for more information.",A sweetly herbaceous Colombia natural cup that gets ballast from bright fruit notes at the top and deep cocoa underneath — subtly juicy and savory.,"9.0,9.0,9.0,9.0,8.0"
1952,Ethiopia Guji Buku,"Kebele Buku Sayisa, Guji Zone, Oromia region, Ethiopia",93,Jaunt Coffee Roasters,9.0,9.0,8.0,9.0,8.0,"Confidently fruit-forward, sweetly tart. Pomegranate, cherry blossom, Nutella, cedar, spearmint in aroma and cup. Crisply sweet in structure with gently bright acidity; silky mouthfeel. Nut-toned, chocolaty finish.",Southern Ethiopia coffees like this one are largely produced from distinctive indigenous Ethiopia landrace varieties of Arabica long grown in the region. Processed by the natural method (dried in the whole fruit). Jaunt Coffee Roasters is a San Diego-based roaster and café with an extensive coffee and food menu. Visit www.jauntcoffee.com for more information.,A tartly and cleanly fruit-toned natural-processed Ethiopia cup with rich nut and chocolate complications.,"9.0,9.0,8.0,9.0,8.0"
1953,Flores Peru,"El Diamante, San Ignacio, Cajamarca Department, Peru",93,JBC Coffee Roasters,9.0,8.0,9.0,9.0,8.0,"Richly chocolaty and fruit-toned. Dark chocolate, red plum, cane sugar, magnolia, fresh-cut fir in aroma and cup. Deeply sweet structure with brisk acidity; viscous, creamy mouthfeel. Chocolaty finish with undertones of magnolia and fir.","Produced by 30 smallholding members of the Familia Flores collective from trees of the Bourbon and Caturra varieties of Arabica, and processed by the traditional washed method (fruit skin and flesh are removed from the beans before they are dried). Certified USDA Organic and fair trade. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.",A very pretty Peru cup with especially full mouthfeel and crisp notes of chocolate and stone fruit.,"9.0,8.0,9.0,9.0,8.0"
1955,Costa Rica Anaerobic Cordillera de Fuego,"Tarrazu growing region, Costa Rica",93,RamsHead Coffee Roasters,9.0,8.0,9.0,9.0,8.0,"Deeply sweet-savory, spice-toned. Watermelon, sassafras, clove (and","Produced by Don Luis Campos of Cordillera del Fuego farm and processed by the “thermic” method, in which beans, with skins removed, are heated with some of the fruit flesh or mucilage still adhering to them. The exposure to heat starts to break down the natural sugars of the mucilage, partially caramelizing it. RamsHead Coffee Roasters is a family-owned company founded by Bozeman, Montana, natives Caleb and Laura Walker that specializes in direct trade microlot coffees. For more information, visit www.ramsheadcoffee.com.","A floral-toned anaerobic Costa Rica cup with warming spices — clove, cinnamon, nutmeg — throughout.","9.0,8.0,9.0,9.0,8.0"
1956,Nyakibanda Rwanda,"Nyakibanda, Huye, Rwanda",93,JBC Coffee Roasters,9.0,9.0,8.0,9.0,8.0,"Bright, balanced, citrusy. Tangerine, almond butter, apple blossom, baking chocolate, cedar in aroma and cup. Sweet-toned structure with high-toned acidity; delicate, satiny mouthfeel. The nut- and citrus-toned finish is supported by crisp baking chocolate.","Produced by smallholding farmers near the Nyakibanda Washing Station entirely of the Red Bourbon variety of Arabica, and processed by a traditional variation on the washed method (fruit skin and flesh are removed from the beans before they are dried). JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.","An engaging, confident Rwanda cup: crisply chocolaty, delicately floral, citrus-driven.","9.0,9.0,8.0,9.0,8.0"
1957,Guatemala Antigua Pastores,"Antigua growing region, Guatemala",92,RamsHead Coffee Roasters,9.0,8.0,9.0,8.0,8.0,"Sweetly nut-toned. Hazelnut butter, red apple, lemon verbena, cedar, agave syrup in aroma and cup. Sweet structure with gently brisk acidity; very full, satiny mouthfeel. The nut-toned finish is supported by suggestions of lemon verbena and cedar.","Produced at Pastores Mill and processed by the traditional washed method (fruit skin and flesh are removed from the beans before they are dried). RamsHead Coffee Roasters is a family-owned company founded by Bozeman, Montana, natives Caleb and Laura Walker that specializes in direct trade microlot coffees. For more information, visit www.ramsheadcoffee.com.","A friendly, balanced Guatemala cup with rich, sweet nut tones and crisp, citrusy herb.","9.0,8.0,9.0,8.0,8.0"
1958,Kenya Karatu,"Kiambu County, Kenya",94,Roadmap Coffeeworks,9.0,9.0,9.0,9.0,8.0,"Richly aromatic, deep-toned, vibrant. Red currant, toffee, hazelnut, freesia, fresh-cut oak in aroma and cup. Juicy-sweet structure with bright acidity; plush, syrupy mouthfeel. The resonant finish consolidates to notes of toffee and hazelnut with a hint of freesia.","Produced by smallholding farmers of the Gitwe Farmer Cooperative Society, from trees of the SL-28, Batian, Ruiru 11 and K7 varieties of Arabica, and processed by the washed method. Founded in 1990, Roadmap CoffeeWorks, formerly Lexington Coffee Roasters, is an award-winning artisan roasting company based in Lexington, Virginia. Roadmap CoffeeWorks focuses on producing fresh, distinctive and sustainable coffees. Visit www.roadmapcoffeeworks.com or call 800-322-6505 for more information.","A classic Kenya cup with notes of sweet fruit and spicy florals, along with a rich toffee throughline.","9.0,9.0,9.0,9.0,8.0"
1959,Kibingo Burundi,"Kayanza Province, northern Burundi",92,JBC Coffee Roasters,8.0,8.0,9.0,9.0,8.0,"Sweet-savory, richly aromatic. Dried apricot, young goat cheese, dark chocolate, lemon-thyme, sandalwood in aroma and cup. Savory-leaning structure with sweet-tart acidity; syrupy-smooth mouthfeel. Fruit-toned, chocolaty, tangy finish.","Produced by smallholding farmers entirely of the Red Bourbon variety of Arabica, and processed by the anaerobic washed method, with the addition of wine yeasts during the fermentation step. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.",A sweet-savory cup with stone fruit and chocolate in front and background notes of fresh goat cheese.,"8.0,8.0,9.0,9.0,8.0"
1960,Costa Rica Cattleya Anaerobic,"Naranjo, Central Valley, Costa Rica",93,Roadmap Coffeeworks,9.0,9.0,8.0,9.0,8.0,"Crisply sweet-savory, berry-toned. Mulberry, pink grapefruit zest, cocoa nib, lemon-thyme, cedar in aroma and cup. Sweet-savory structure with bright, balanced acidity; crisp, silky mouthfeel. The finish leads with notes of mulberry and cocoa nib with undertones of pink grapefruit.","Produced by Coopro Naranjo from the Catuaí and Caturra varieties of Arabica and processed by the natural method (dried in the whole fruit). The Cattleya project, a partnership between Coopro Naranjo and Royal Coffee New York, provides agronomists to help small family farms achieve peak flavor from their harvests. Founded in 1990, Roadmap CoffeeWorks, formerly Lexington Coffee Roasters, is an award-winning artisan roasting company based in Lexington, Virginia. Roadmap CoffeeWorks focuses on producing fresh, distinctive and sustainable coffees. Visit www.roadmapcoffeeworks.com or call 800-322-6505 for more information.","A berry-driven, citrus-toned anaerobic natural Costa Rica, complex and multi-layered.","9.0,9.0,8.0,9.0,8.0"
1961,Ecuador Taza Dorada Finca Cruz Loma,"San Jose de Minas, Pichincha, Ecuador",96,Paradise Roasters,9.0,9.0,9.0,10.0,9.0,"Richly floral-toned, elegant, complex. Star jasmine, tangerine zest, violet candy, cocoa nib, apricot in aroma and cup. Very bright, juicy, delicately sweet-tart structure with high-toned acidity; lush, silky mouthfeel. The long, resonant, lingering finish carries over all the notes from the cup.","Produced at Finca Cruz Loma from the Typica Mejorado and Sidra varieties of Arabica, and processed by the traditional washed method (fruit skin and flesh are removed from the beans before they are dried). This coffee won first place in the 2021 Taza Dorada competition for Ecuador green coffees. Paradise prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.","A beautifully structured, floral-toned Ecuador cup with elegantly bright acidity and lyrically plush mouthfeel.","9.0,9.0,9.0,10.0,9.0"
1962,Minanga Village Sulawesi,"Toraja growing region, south-central Sulawesi, Indonesia",94,JBC Coffee Roasters,9.0,8.0,9.0,9.0,9.0,"Sweetly herbaceous, deeply aromatic, rich-toned. Dark chocolate, tangerine, fresh-cut thyme, dried plum, magnolia in aroma and cup. Sweet-savory structure with balanced, gently vibrant acidity; very smooth, syrupy mouthfeel. Especially long, flavor-saturated finish that carries over all the aroma and flavor notes from the cup.","Toarco (TOraja ARabica COffee) is a coffee project in the famous Sulawesi coffee growing region of Toraja developed and financed by Japan’s Key Coffee Company and its Indonesian partners. Toarco coffees are processed by variants of the orthodox wet or washed method, giving them a brighter and cleaner profile than Sulawesi coffees processed by the locally traditional wet-hulling method. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.","A top-notch Sulawesi cup with a sweet-herb throughline, rich chocolate, crisp herb, and balanced fruit and floral notes, with a long, lingering finish.","9.0,8.0,9.0,9.0,9.0"
1963,Ka‘ū Tropical Punch Washed,"Ka‘ū, Big Island of Hawai’i",94,Paradise Roasters,9.0,9.0,9.0,9.0,8.0,"Fruit-forward, high-toned. POG (pineapple, orange, guava), cocoa nib, freesia, cashew, lemon verbena in aroma and cup. Richly bittersweet structure with bright acidity; silky, very smooth mouthfeel. Crisp fruit-toned finish.","Produced by Miranda Farms and JN Farms, from the Red Catuai and Red Bourbon varieties of Arabica, and processed by the washed method with the addition of yeasts during the fermentation process. Paradise prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.","A playful, aptly named blend of washed-process coffees from two different Ka‘ū farms, fermented with several yeast strains and redolent of tropical fruit and cocoa nib. ","9.0,9.0,9.0,9.0,8.0"
